UTC,Austria_cost_forecast,Belgium_cost_forecast,France_cost_forecast,Germany_cost_forecast,Netherlands_cost_forecast,Austria_cost_historical,Belgium_cost_historical,France_cost_historical,Germany_cost_historical,Netherlands_cost_historical
01/01/2018 00:00,7405.824,11108.736,-37029.12,-41966.336,3702.912,22640.60684,-11494.456,10260.152,-145618.943,-1668.239
01/01/2018 01:00,12343.04,11108.736,-27154.688,-56777.984,3702.912,22640.60684,-10829.089,15833.806,-149370.07,-4696.141
01/01/2018 02:00,12343.04,12343.04,-12343.04,-75292.544,6171.52,22640.60684,-9845.503,906.442,-151568.674,-5824.372
01/01/2018 03:00,36903.18242,16045.952,-17280.256,-61715.2,0,22640.60684,-3693.269,-10510.87,-143969.99,-7531.183
01/01/2018 04:00,38110.48602,16045.952,0,-65418.112,16045.952,22640.60684,-2786.827,-8177.264,-141250.664,-5843.658
01/01/2018 05:00,27154.688,17280.256,-4937.216,-66652.416,13577.344,22640.60684,-2160.032,-5689.37,-143198.55,-3191.833
01/01/2018 06:00,27154.688,12343.04,-4937.216,-60480.896,13577.344,22640.60684,-8235.122,-7868.688,-131318.374,-424.292
01/01/2018 07:00,27154.688,7405.824,-4937.216,-46903.552,18514.56,22640.60684,-7589.041,-14126.995,-121501.8,4271.849
01/01/2018 08:00,7405.824,3702.912,-4937.216,-48137.856,24686.08,22640.60684,-8495.483,-23239.63,-125223.998,9835.86
01/01/2018 09:00,12343.04,9874.432,4937.216,-62949.504,4937.216,22640.60684,-7859.045,-13162.695,-142311.394,5631.512
01/01/2018 10:00,12343.04,14811.648,9874.432,-69121.024,0,22640.60684,-6981.532,6480.096,-150536.873,-1832.17
01/01/2018 11:00,22217.472,16045.952,-7405.824,-66652.416,-1234.304,22640.60684,-4406.851,19286,-153612.99,-3963.273
01/01/2018 12:00,22217.472,16045.952,-17280.256,-56777.984,-1234.304,22640.60684,-1340.377,28311.848,-143825.345,-1677.882
01/01/2018 13:00,2468.608,2468.608,-38263.424,-46903.552,11108.736,22640.60684,3124.332,3731.841,-98869.679,9315.138
01/01/2018 14:00,-17280.256,14811.648,-54309.376,-1234.304,11108.736,22640.60684,4233.277,-27868.27,-78976.17,19874.223
01/01/2018 15:00,-17280.256,20983.168,-62949.504,-35794.816,13577.344,22640.60684,3837.914,-49179.3,-71319.628,27559.694
01/01/2018 16:00,-17280.256,19748.864,-53075.072,-30857.6,12343.04,22640.60684,-1436.807,-62476.997,-55736.54,30240.448
01/01/2018 17:00,-17280.256,20983.168,-34560.512,-16045.952,18514.56,22640.60684,2700.04,-62235.922,-67780.647,35534.455
01/01/2018 18:00,-17280.256,22217.472,-35794.816,-20983.168,20983.168,22640.60684,4628.64,-76584.706,-74415.031,37154.479
01/01/2018 19:00,-17280.256,18514.56,-30857.6,-29623.296,16045.952,22640.60684,1427.164,-88985.604,-85427.337,36411.968
01/01/2018 20:00,-17280.256,13577.344,-28388.992,-37029.12,13577.344,22640.60684,-771.44,-86787,-95591.059,36739.83
01/01/2018 21:00,-17280.256,16045.952,-33326.208,-35794.816,13577.344,22640.60684,-781.083,-84713.755,-83566.238,33441.924
01/01/2018 22:00,-17280.256,18514.56,-29623.296,-40732.032,20983.168,22640.60684,896.799,-80441.906,-76922.211,27877.913
01/01/2018 23:00,-17280.256,17280.256,-29623.296,-35794.816,24686.08,22640.60684,-2478.251,-83064.802,-72582.861,22651.407
02/01/2018 00:00,-17280.256,19748.864,-127133.312,-54309.376,16045.952,7301.77603,-694.296,-79516.178,-68716.018,22824.981
02/01/2018 01:00,-12343.04,17280.256,-113555.968,-50606.464,9874.432,7301.77603,-2690.397,-65967.763,-60480.896,19208.856
02/01/2018 02:00,-9874.432,14811.648,-112321.664,-40732.032,11108.736,7301.77603,-2478.251,-63180.936,-61223.407,16942.751
02/01/2018 03:00,-14811.648,13577.344,-86401.28,-54309.376,16045.952,7301.77603,-723.225,-68339.941,-68243.511,17800.978
02/01/2018 04:00,-18514.56,12343.04,-117258.88,-58012.288,19748.864,7301.77603,-298.933,-70557.831,-78735.095,20722.807
02/01/2018 05:00,-19748.864,13577.344,-143179.264,-56777.984,20983.168,7301.77603,86.787,-79458.32,-75253.972,24165.358
02/01/2018 06:00,-19748.864,6171.52,-130836.224,-64183.808,19748.864,7301.77603,4908.287,-82505.508,-70943.551,18109.554
02/01/2018 07:00,-19748.864,8640.128,-123430.4,-67886.72,14811.648,7301.77603,11002.663,-76073.627,-62071.991,15216.654
02/01/2018 08:00,-19748.864,4937.216,-108618.752,-76526.848,23451.776,7301.77603,6161.877,-74810.394,-62534.855,17588.832
02/01/2018 09:00,-19748.864,0,-104915.84,-69121.024,24686.08,7301.77603,2237.176,-72785.364,-56710.483,18639.919
02/01/2018 10:00,-19748.864,3702.912,-98744.32,-72823.936,24686.08,7301.77603,5149.362,-74366.816,-65466.327,19199.213
02/01/2018 11:00,-19748.864,7405.824,-90104.192,-85166.976,22217.472,7301.77603,9353.71,-73421.802,-68687.089,17164.54
02/01/2018 12:00,-19748.864,12343.04,-99978.624,-81464.064,24686.08,7301.77603,13066.265,-78040.799,-58369.079,19575.29
02/01/2018 13:00,-19748.864,12343.04,-109853.056,-78995.456,25920.384,7301.77603,13181.981,-86468.781,-50953.612,20433.517
02/01/2018 14:00,-19748.864,9874.432,-125899.008,-62949.504,22217.472,7301.77603,9797.288,-102235.086,-43403.143,18466.345
02/01/2018 15:00,-19748.864,13577.344,-138242.048,-56777.984,20983.168,7301.77603,9614.071,-116873.16,-37491.984,19392.073
02/01/2018 16:00,-19748.864,11108.736,-138242.048,-53075.072,23451.776,7301.77603,7232.25,-118416.04,-37366.625,21648.535
02/01/2018 17:00,-19748.864,4937.216,-108618.752,-64183.808,13577.344,7301.77603,6374.023,-100807.922,-41214.182,6904.388
02/01/2018 18:00,-19748.864,6171.52,-106150.144,-54309.376,8640.128,7301.77603,7058.676,-98146.454,-38070.564,3047.188
02/01/2018 19:00,-19748.864,4937.216,-135773.44,-56777.984,18514.56,7301.77603,6653.67,-115330.28,-64521.313,12169.466
02/01/2018 20:00,-19748.864,11108.736,-144413.568,-59246.592,23451.776,7301.77603,4242.92,-120932.863,-81647.281,20558.876
02/01/2018 21:00,-19748.864,9874.432,-143179.264,-55543.68,19748.864,7301.77603,5081.861,-125629.004,-95407.842,17318.828
02/01/2018 22:00,-11108.736,3702.912,-132070.528,-65418.112,16045.952,7301.77603,3346.121,-112225.234,-108936.971,12487.685
02/01/2018 23:00,-4937.216,0,-117258.88,-82698.368,16045.952,7301.77603,-1224.661,-103209.029,-100730.778,12439.47
03/01/2018 00:00,19748.864,1234.304,-61715.2,-46903.552,13577.344,19930.44169,1282.519,-101656.506,-97336.442,10192.651
03/01/2018 01:00,22217.472,2468.608,-99978.624,-54309.376,11108.736,19930.44169,-1494.665,-89660.614,-109255.19,6499.382
03/01/2018 02:00,23451.776,-2468.608,-65418.112,-25920.384,11108.736,19930.44169,-5409.723,-86767.714,-115590.641,5747.228
03/01/2018 03:00,22217.472,0,-77761.152,-53075.072,12343.04,19930.44169,-2565.038,-88175.592,-113025.603,3924.701
03/01/2018 04:00,18514.56,0,-113555.968,-55543.68,14811.648,19930.44169,1861.099,-87143.791,-113536.682,8051.905
03/01/2018 05:00,8640.128,2468.608,-116024.576,-98744.32,14811.648,19930.44169,2536.109,-89255.608,-105639.065,12381.612
03/01/2018 06:00,7405.824,3702.912,-122196.096,-91338.496,13577.344,19930.44169,5342.222,-92505.299,-109824.127,12728.76
03/01/2018 07:00,3702.912,9874.432,-120961.792,-95041.408,13577.344,19930.44169,11099.093,-101444.36,-103257.244,11938.034
03/01/2018 08:00,1234.304,11108.736,-124664.704,-92572.8,16045.952,19930.44169,14175.21,-112601.311,-97596.803,12728.76
03/01/2018 09:00,1234.304,8640.128,-134539.136,-80229.76,16045.952,19930.44169,11610.172,-112958.102,-107008.371,12844.476
03/01/2018 10:00,0,7405.824,-140710.656,-74058.24,18514.56,19930.44169,10858.018,-114770.986,-104636.193,13731.632
03/01/2018 11:00,-1234.304,6171.52,-139476.352,-71589.632,17280.256,19930.44169,8611.199,-114983.132,-102206.157,13596.63
03/01/2018 12:00,1234.304,7405.824,-140710.656,-72823.936,16045.952,19930.44169,9700.858,-114346.694,-103189.743,13721.989
03/01/2018 13:00,1234.304,7405.824,-135773.44,-76526.848,14811.648,19930.44169,10260.152,-112485.595,-104481.905,11648.744
03/01/2018 14:00,1234.304,8640.128,-141944.96,-72823.936,16045.952,19930.44169,12343.04,-111415.222,-103392.246,11330.525
03/01/2018 15:00,1234.304,9874.432,-123430.4,-90104.192,13577.344,19930.44169,13403.77,-109226.261,-100094.34,10134.793
03/01/2018 16:00,-2468.608,4937.216,-118493.184,-86401.28,17280.256,19930.44169,10597.657,-99631.476,-104616.907,10694.087
03/01/2018 17:00,1234.304,4937.216,-118493.184,-86401.28,9874.432,19930.44169,11388.383,-102601.52,-101704.721,2574.681
03/01/2018 18:00,2468.608,6171.52,-119727.488,-87635.584,9874.432,19930.44169,11359.454,-97461.801,-106275.503,4561.139
03/01/2018 19:00,4937.216,6171.52,-114790.272,-95041.408,9874.432,19930.44169,8100.12,-96343.213,-108155.888,7126.177
03/01/2018 20:00,4937.216,3702.912,-114790.272,-95041.408,12343.04,19930.44169,4753.999,-97837.878,-107249.446,8929.418
03/01/2018 21:00,7405.824,7405.824,-113555.968,-97510.016,7405.824,19930.44169,6480.096,-89988.476,-117904.961,2082.888
03/01/2018 22:00,9874.432,9874.432,-113555.968,-62949.504,7405.824,19930.44169,6036.518,-65205.966,-123256.826,-2005.744
03/01/2018 23:00,9874.432,6171.52,-111087.36,-64183.808,9874.432,19930.44169,6769.386,-55350.82,-127422.602,-3047.188
04/01/2018 00:00,7405.824,2468.608,-56777.984,-65418.112,14811.648,4704.14469,7097.248,-55427.964,-135108.073,-2536.109
04/01/2018 01:00,7405.824,2468.608,-59246.592,-65418.112,14811.648,4704.14469,5592.94,-52014.342,-138917.058,-1369.306
04/01/2018 02:00,6171.52,2468.608,-55543.68,-56777.984,12343.04,4704.14469,5930.445,-60490.539,-137094.531,1485.022
04/01/2018 03:00,2468.608,3702.912,-91338.496,-46903.552,14811.648,4704.14469,7511.897,-77491.148,-124385.057,7270.822
04/01/2018 04:00,3702.912,12343.04,-91338.496,-54309.376,19748.864,4704.14469,13934.135,-91878.504,-111907.015,11822.318
04/01/2018 05:00,-1234.304,17280.256,-111087.36,-74058.24,19748.864,4704.14469,12979.478,-113131.676,-91936.362,21889.61
04/01/2018 06:00,-13577.344,18514.56,-139476.352,-71589.632,22217.472,4704.14469,19768.15,-118531.756,-88030.947,20761.379
04/01/2018 07:00,-17280.256,22217.472,-138242.048,-75292.544,19748.864,4704.14469,25534.664,-112360.236,-76189.343,18032.41
04/01/2018 08:00,-17280.256,27154.688,-144413.568,-77761.152,23451.776,4704.14469,27820.055,-114809.558,-67298.497,21928.182
04/01/2018 09:00,-13577.344,24686.08,-153053.696,-74058.24,27154.688,4704.14469,27800.769,-125764.006,-57684.426,23577.135
04/01/2018 10:00,-14811.648,23451.776,-157990.912,-67886.72,28388.992,4704.14469,24232.859,-133189.116,-49015.369,27723.625
04/01/2018 11:00,-16045.952,17280.256,-155522.304,-61715.2,27154.688,4704.14469,17241.684,-131164.086,-41426.328,26894.327
04/01/2018 12:00,-16045.952,8640.128,-157990.912,-51840.768,28388.992,4704.14469,9806.931,-133767.696,-32419.766,29825.799
04/01/2018 13:00,-13577.344,3702.912,-166631.04,-41966.336,29623.296,4704.14469,3220.762,-146072.164,-20857.809,29227.933
04/01/2018 14:00,-13577.344,2468.608,-171568.256,-30857.6,24686.08,4704.14469,3172.547,-154577.29,-11831.961,26286.818
04/01/2018 15:00,-16045.952,1234.304,-167865.344,-32091.904,25920.384,4704.14469,1629.667,-153323.7,-18398.844,26836.469
04/01/2018 16:00,-17280.256,3702.912,-162928.128,-33326.208,20983.168,4704.14469,3384.693,-139553.496,-18080.625,20838.523
04/01/2018 17:00,-14811.648,6171.52,-138242.048,-53075.072,11108.736,4704.14469,7926.546,-116256.008,-34280.865,9479.069
04/01/2018 18:00,-11108.736,1234.304,-129601.92,-56777.984,7405.824,4704.14469,6991.175,-105224.416,-51098.257,2613.253
04/01/2018 19:00,-9874.432,2468.608,-130836.224,-64183.808,13577.344,4704.14469,5265.078,-104626.55,-66883.848,10665.158
04/01/2018 20:00,-8640.128,4937.216,-128367.616,-75292.544,18514.56,4704.14469,4213.991,-104935.126,-87114.862,17762.406
04/01/2018 21:00,-9874.432,6171.52,-119727.488,-74058.24,16045.952,4704.14469,6104.019,-96613.217,-102341.159,13471.271
04/01/2018 22:00,4937.216,11108.736,-113555.968,-104915.84,13577.344,4704.14469,6769.386,-81406.206,-123960.765,10954.448
04/01/2018 23:00,11108.736,8640.128,-113555.968,-92572.8,17280.256,4704.14469,9778.002,-80210.474,-138473.48,8852.274
05/01/2018 00:00,18514.56,9874.432,-88869.888,-64183.808,23451.776,4943.67681,12285.182,-87404.152,-145956.448,9006.562
05/01/2018 01:00,23451.776,8640.128,-70355.328,-75292.544,22217.472,4943.67681,10674.801,-77838.296,-157248.401,7791.544
05/01/2018 02:00,29213.17921,7405.824,-96275.712,-73648.12321,22217.472,4943.67681,9228.351,-83373.378,-146265.024,8042.262
05/01/2018 03:00,28692.7465,7405.824,-109853.056,-63253.2585,14811.648,4943.67681,8302.623,-97008.58,-122726.461,5101.147
05/01/2018 04:00,7405.824,12343.04,-128367.616,-61715.2,20983.168,4943.67681,11398.026,-110219.49,-111559.867,12854.119
05/01/2018 05:00,4937.216,9874.432,-133304.832,-90104.192,19748.864,4943.67681,7261.179,-105725.852,-116882.803,16171.311
05/01/2018 06:00,2468.608,11108.736,-128367.616,-80229.76,12343.04,4943.67681,13027.693,-97230.369,-95677.846,8813.702
05/01/2018 07:00,-2468.608,11108.736,-122196.096,-95041.408,19748.864,4943.67681,17810.621,-91994.22,-106911.941,13548.415
05/01/2018 08:00,0,14811.648,-120961.792,-107384.448,24686.08,4943.67681,22256.044,-94964.264,-102514.733,17530.974
05/01/2018 09:00,-1234.304,16045.952,-122196.096,-106150.144,24686.08,4943.67681,21677.464,-96931.436,-93893.891,19189.57
05/01/2018 10:00,0,16045.952,-124664.704,-106150.144,25920.384,4943.67681,22651.407,-92669.23,-93199.595,19237.785
05/01/2018 11:00,-1234.304,13577.344,-125899.008,-97510.016,22217.472,4943.67681,19854.937,-92592.086,-92283.51,16180.954
05/01/2018 12:00,-6171.52,12343.04,-128367.616,-91338.496,24686.08,4943.67681,19816.365,-90943.133,-74289.672,18900.28
05/01/2018 13:00,-12343.04,13577.344,-135773.44,-65418.112,20983.168,4943.67681,17685.262,-97095.367,-50162.886,18225.27
05/01/2018 14:00,-14811.648,13577.344,-143179.264,-62949.504,18514.56,4943.67681,14396.999,-109100.902,-26296.461,17183.826
05/01/2018 15:00,-14811.648,13577.344,-144413.568,-56777.984,18514.56,4943.67681,14136.638,-116892.446,-28572.209,17299.542
05/01/2018 16:00,-19748.864,11108.736,-143179.264,-49372.16,22217.472,4943.67681,13384.484,-114115.262,-20713.164,20684.235
05/01/2018 17:00,-19748.864,7405.824,-123430.4,-58012.288,14811.648,4943.67681,13075.908,-96970.008,-24647.508,9739.43
05/01/2018 18:00,-17280.256,4937.216,-111087.36,-65418.112,9874.432,4943.67681,11099.093,-75938.625,-37675.201,3240.048
05/01/2018 19:00,-12343.04,4937.216,-112321.664,-62949.504,9874.432,4943.67681,16450.958,-81791.926,-49111.799,-1070.373
05/01/2018 20:00,-6171.52,4937.216,-103681.536,-60480.896,6171.52,4943.67681,12584.115,-96584.288,-49352.874,491.793
05/01/2018 21:00,-2468.608,11108.736,-113555.968,-72823.936,4937.216,4943.67681,16769.177,-94520.686,-48243.929,2266.105
05/01/2018 22:00,1234.304,13577.344,-98744.32,-81464.064,8640.128,4943.67681,17637.047,-84800.542,-61290.908,5920.802
05/01/2018 23:00,3702.912,13577.344,-86401.28,-62949.504,22217.472,4943.67681,15534.873,-78590.45,-67992.793,15091.295
06/01/2018 00:00,19748.864,13577.344,-103681.536,-55543.68,28388.992,9038.67319,14194.496,-92669.23,-68851.02,20433.517
06/01/2018 01:00,19748.864,16045.952,-98744.32,-40732.032,28388.992,9038.67319,16942.751,-103035.455,-72303.214,20886.738
06/01/2018 02:00,29623.296,17280.256,-116024.576,-40732.032,22217.472,9038.67319,15814.52,-112186.662,-71666.776,20713.164
06/01/2018 03:00,19748.864,16045.952,-132070.528,-28388.992,20983.168,9038.67319,14522.358,-119091.05,-56893.7,21118.17
06/01/2018 04:00,18514.56,12343.04,-144413.568,-33326.208,22217.472,9038.67319,10356.582,-117683.172,-64289.881,21224.243
06/01/2018 05:00,17280.256,14811.648,-127133.312,-46903.552,27154.688,9038.67319,13789.49,-110045.916,-66459.556,23461.419
06/01/2018 06:00,18514.56,13577.344,-113555.968,-45669.248,34560.512,9038.67319,14898.435,-103614.035,-67144.209,29883.657
06/01/2018 07:00,16045.952,17280.256,-122196.096,-81464.064,29623.296,9038.67319,19816.365,-105986.213,-58793.371,27733.268
06/01/2018 08:00,8640.128,19748.864,-117258.88,-85166.976,25920.384,9038.67319,21291.744,-101444.36,-47568.919,24435.362
06/01/2018 09:00,3702.912,22217.472,-102447.232,-92572.8,27154.688,9038.67319,23307.131,-89371.324,-49613.235,25987.885
06/01/2018 10:00,2468.608,22217.472,-95041.408,-93807.104,28388.992,9038.67319,24146.072,-82139.074,-49989.312,27048.615
06/01/2018 11:00,3702.912,22217.472,-88869.888,-93807.104,27154.688,9038.67319,23741.066,-78031.156,-50172.529,25274.303
06/01/2018 12:00,3702.912,20983.168,-92572.8,-81464.064,25920.384,9038.67319,23644.636,-81965.5,-33576.926,24001.427
06/01/2018 13:00,4937.216,18514.56,-107384.448,-65418.112,24686.08,9038.67319,22063.184,-90711.701,-21609.963,22651.407
06/01/2018 14:00,7405.824,17280.256,-117258.88,-24686.08,20983.168,9038.67319,21185.671,-97837.878,-10906.233,18967.781
06/01/2018 15:00,2468.608,17280.256,-125899.008,-55543.68,14811.648,9038.67319,17791.335,-107037.3,1755.026,21397.817
06/01/2018 16:00,-8640.128,12343.04,-145647.872,-51840.768,18514.56,9038.67319,17135.611,-103835.824,-3297.906,22227.115
06/01/2018 17:00,-6171.52,9874.432,-124664.704,-58012.288,13577.344,9038.67319,17714.191,-89525.612,-11369.097,13876.277
06/01/2018 18:00,0,9874.432,-118493.184,-37029.12,11108.736,9038.67319,13770.204,-86516.996,-31108.318,9372.996
06/01/2018 19:00,4937.216,7405.824,-123430.4,-17280.256,9874.432,9038.67319,9498.355,-96700.004,-32236.549,8669.057
06/01/2018 20:00,17280.256,3702.912,-123430.4,-33326.208,14811.648,9038.67319,7627.613,-103411.532,-30336.878,13336.269
06/01/2018 21:00,16045.952,7405.824,-120961.792,-32091.904,13577.344,9038.67319,8042.262,-103266.887,-53836.869,11388.383
06/01/2018 22:00,19748.864,6171.52,-119727.488,-53075.072,24686.08,9038.67319,8302.623,-87423.438,-71097.839,17183.826
06/01/2018 23:00,22217.472,6171.52,-102447.232,-45669.248,27154.688,9038.67319,7589.041,-82380.149,-87471.653,15129.867
07/01/2018 00:00,30857.6,3702.912,-59246.592,-67886.72,24686.08,21651.33147,2892.9,-86266.278,-93720.317,14107.709
07/01/2018 01:00,33326.208,6171.52,-70355.328,-77761.152,20983.168,21651.33147,163.931,-90547.77,-89544.898,12680.545
07/01/2018 02:00,30857.6,3702.912,-102447.232,-50606.464,18514.56,21651.33147,-57.858,-106169.43,-61146.263,10491.584
07/01/2018 03:00,30857.6,1234.304,-124664.704,-43200.64,17280.256,21651.33147,-163.931,-125590.432,-46527.475,9681.572
07/01/2018 04:00,33326.208,0,-132070.528,-33326.208,18514.56,21651.33147,-2275.748,-131800.524,-59969.817,11214.809
07/01/2018 05:00,34560.512,1234.304,-156756.608,-45669.248,22217.472,21651.33147,-3288.263,-132658.751,-62718.072,13249.482
07/01/2018 06:00,34560.512,2468.608,-120961.792,-58012.288,28388.992,21651.33147,-2892.9,-137084.888,-64164.522,18312.057
07/01/2018 07:00,32091.904,3702.912,-162928.128,-61715.2,32091.904,21651.33147,-1610.381,-138290.263,-69902.107,23123.914
07/01/2018 08:00,27154.688,3702.912,-161693.824,-40732.032,30857.6,21651.33147,916.085,-134018.414,-81579.78,24290.717
07/01/2018 09:00,25920.384,6171.52,-160459.52,-24686.08,28388.992,21651.33147,2381.821,-126901.88,-79439.034,26007.171
07/01/2018 10:00,22217.472,8640.128,-141944.96,-3702.912,12343.04,21651.33147,3587.196,-117914.604,-66102.765,26990.757
07/01/2018 11:00,23451.776,8640.128,-135773.44,-11108.736,9874.432,21651.33147,1745.383,-116998.519,-64945.605,31050.46
07/01/2018 12:00,23451.776,7405.824,-133304.832,-18514.56,11108.736,21651.33147,761.797,-119524.985,-74299.315,29565.438
07/01/2018 13:00,27154.688,7405.824,-109853.056,-23451.776,29623.296,21651.33147,2439.679,-128415.831,-72563.575,28697.568
07/01/2018 14:00,32091.904,7405.824,-117258.88,-16045.952,28388.992,21651.33147,3172.547,-133343.404,-67549.215,27723.625
07/01/2018 15:00,20983.168,9874.432,-154288,-8640.128,22217.472,21651.33147,2748.255,-130489.076,-70181.754,26065.029
07/01/2018 16:00,6171.52,11108.736,-150585.088,-32091.904,25920.384,21651.33147,4744.356,-120547.143,-75427.546,30028.302
07/01/2018 17:00,7405.824,4937.216,-128367.616,-30857.6,19748.864,21651.33147,7762.615,-102640.092,-82042.644,17502.045
07/01/2018 18:00,16045.952,1234.304,-116024.576,-43200.64,19748.864,21651.33147,1880.385,-85861.272,-87182.363,18244.556
07/01/2018 19:00,24686.08,1234.304,-117258.88,-54309.376,20983.168,21651.33147,829.298,-88464.882,-84395.536,19652.434
07/01/2018 20:00,28388.992,0,-113555.968,-56777.984,22217.472,21651.33147,3519.695,-94404.97,-87298.079,22294.616
07/01/2018 21:00,24686.08,3702.912,-118493.184,-49372.16,19748.864,21651.33147,4782.928,-87220.935,-89477.397,17145.254
07/01/2018 22:00,25920.384,4937.216,-107384.448,-61715.2,20983.168,21651.33147,4146.49,-75186.471,-101733.65,12362.326
07/01/2018 23:00,27154.688,3702.912,-96275.712,-60480.896,27154.688,21651.33147,2960.401,-85880.558,-97510.016,14406.642
08/01/2018 00:00,24686.08,6171.52,-74058.24,-86401.28,14811.648,12525.87128,7020.104,-94366.398,-99563.975,11436.598
08/01/2018 01:00,25920.384,6171.52,-82698.368,-92572.8,12343.04,12525.87128,4705.784,-91377.068,-96266.069,9093.349
08/01/2018 02:00,25920.384,6171.52,-124664.704,-83932.672,12343.04,12525.87128,7309.394,-101810.794,-79602.965,8919.775
08/01/2018 03:00,24686.08,7405.824,-140710.656,-72823.936,13577.344,12525.87128,8717.272,-113903.116,-80740.839,9189.779
08/01/2018 04:00,23451.776,11108.736,-144413.568,-53075.072,18514.56,12525.87128,8813.702,-115465.282,-97413.586,7511.897
08/01/2018 05:00,13577.344,14811.648,-130836.224,-44434.944,11108.736,12525.87128,16441.315,-104626.55,-95157.124,4040.417
08/01/2018 06:00,-4937.216,17280.256,-116024.576,-83932.672,0,12525.87128,19324.572,-80924.056,-84511.252,-3606.482
08/01/2018 07:00,7405.824,13577.344,-111087.36,-87635.584,4937.216,12525.87128,22583.906,-73248.228,-80191.188,-6460.81
08/01/2018 08:00,11108.736,11108.736,-106150.144,-90104.192,2468.608,12525.87128,18620.633,-71232.841,-81184.417,-5891.873
08/01/2018 09:00,11108.736,12343.04,-104915.84,-90104.192,-1234.304,12525.87128,18543.489,-74328.244,-81357.991,-6750.1
08/01/2018 10:00,11108.736,13577.344,-101212.928,-92572.8,-4937.216,12525.87128,18215.627,-63045.934,-86044.489,-8109.763
08/01/2018 11:00,12343.04,16045.952,-102447.232,-92572.8,-6171.52,12525.87128,18524.203,-57433.708,-87597.012,-10250.509
08/01/2018 12:00,12343.04,17280.256,-103681.536,-93807.104,-6171.52,12525.87128,18591.704,-55119.388,-88464.882,-10867.661
08/01/2018 13:00,13577.344,16045.952,-106150.144,-88869.888,-6171.52,12525.87128,17116.325,-62997.719,-83903.743,-10559.085
08/01/2018 14:00,13577.344,17280.256,-107384.448,-90104.192,-4937.216,12525.87128,17926.337,-74077.526,-86623.069,-8765.487
08/01/2018 15:00,11108.736,18514.56,-91338.496,-87635.584,-1234.304,12525.87128,18234.913,-74559.676,-88522.74,-4281.492
08/01/2018 16:00,8640.128,14811.648,-106150.144,-86401.28,-1234.304,12525.87128,15409.514,-69217.454,-83064.802,-2507.18
08/01/2018 17:00,12343.04,11108.736,-46903.552,-92572.8,-3702.912,12525.87128,12082.679,-51522.549,-87355.937,-5699.013
08/01/2018 18:00,14811.648,12343.04,-61715.2,-92572.8,-3702.912,12525.87128,12960.192,-58185.862,-95832.134,-6354.737
08/01/2018 19:00,20983.168,11108.736,-102447.232,-92572.8,-4937.216,12525.87128,11918.748,-68523.158,-108069.101,-6345.094
08/01/2018 20:00,23451.776,13577.344,-72823.936,-96275.712,-2468.608,12525.87128,14811.648,-80605.837,-110055.559,-4426.137
08/01/2018 21:00,22217.472,11108.736,-104915.84,-88869.888,-2468.608,12525.87128,12265.896,-77780.438,-109554.123,-5024.003
08/01/2018 22:00,23451.776,17280.256,-78995.456,-88869.888,2468.608,12525.87128,19363.144,-72727.506,-95735.704,-568.937
08/01/2018 23:00,20983.168,19748.864,-67886.72,-102447.232,-3702.912,12525.87128,21060.312,-67828.862,-122292.526,-5216.863
09/01/2018 00:00,18514.56,16045.952,-69121.024,-70355.328,0,3875.32884,21031.383,-60365.18,-124790.063,-5718.299
09/01/2018 01:00,17280.256,13577.344,-60480.896,-64183.808,6171.52,3875.32884,21098.884,-55697.968,-114202.049,-4744.356
09/01/2018 02:00,18514.56,12343.04,-67886.72,2468.608,9874.432,3875.32884,22506.762,-64935.962,-102119.37,-1552.523
09/01/2018 03:00,18514.56,13577.344,-113555.968,3702.912,12343.04,3875.32884,23037.127,-78146.872,-105359.418,2902.543
09/01/2018 04:00,17280.256,18514.56,-113555.968,-77761.152,2468.608,3875.32884,25148.944,-79342.604,-113064.175,-655.724
09/01/2018 05:00,16045.952,22217.472,-111087.36,-72823.936,-6171.52,3875.32884,21831.752,-73074.654,-103411.532,-6557.24
09/01/2018 06:00,9874.432,18514.56,-107384.448,-81464.064,-6171.52,3875.32884,18774.921,-66912.777,-71531.774,-7473.325
09/01/2018 07:00,9874.432,17280.256,-49372.16,-51840.768,-3702.912,3875.32884,15747.019,-60635.184,-61956.275,-5236.149
09/01/2018 08:00,14811.648,14811.648,-46903.552,-58012.288,0,3875.32884,12265.896,-62014.133,-72023.567,-752.154
09/01/2018 09:00,14811.648,17280.256,-59246.592,-66652.416,-2468.608,3875.32884,14628.431,-70904.979,-75311.83,3153.261
09/01/2018 10:00,14811.648,16045.952,-75292.544,-87635.584,-2468.608,3875.32884,15149.153,-76449.704,-74135.384,2835.042
09/01/2018 11:00,14811.648,17280.256,-65418.112,-85166.976,-3702.912,3875.32884,15477.015,-76411.132,-70094.967,2401.107
09/01/2018 12:00,6171.52,17280.256,-108618.752,-74058.24,-2468.608,3875.32884,15284.155,-76989.712,-65080.607,3240.048
09/01/2018 13:00,4937.216,17280.256,-78995.456,-35794.816,-1234.304,3875.32884,16065.238,-80856.555,-52766.496,3789.699
09/01/2018 14:00,6171.52,17280.256,-103681.536,-20983.168,3702.912,3875.32884,18022.767,-88947.032,-45495.674,4474.352
09/01/2018 15:00,2468.608,17280.256,-111087.36,-24686.08,4937.216,3875.32884,17743.12,-96487.858,-46402.116,1330.734
09/01/2018 16:00,-2468.608,16045.952,-113555.968,-19748.864,1234.304,3875.32884,17945.623,-92206.366,-41657.76,1629.667
